"text"
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 初始委托申报成功后，即视为客户同意并接受证券公司当日公布的该品种报价。
</s><s>Assistant: 事件:初始委托申报成功后,操作人:客户,操作:同意,操作:接受,操作部分:证券公司当日公布的该品种报价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 本所对约定号、证券代码、买卖方向、价格、数量等各项要素均匹配的成交申报进行成交确认，成交确认前申报可以撤销。
</s><s>Assistant: 系统:本所,时间:成交确认前,操作部分:申报,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 4．待购回期间，标的证券发生老股东配售方式的增发和配售债券，乙方不得行使优先认购权。
</s><s>Assistant: 时间:待购回期间,操作人:乙方,结果:不得,操作:行使,操作部分:优先认购权
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 买卖无价格涨跌幅限制的股票，开盘集合竞价期间的有效申报价格范围为即时行情显示的前收盘价的900%以内，盘中临时停牌期间、收盘集合竞价期间的有效申报价格范围为最近成交价的上下10%，收盘集合竞价在有效申报价格范围内进行撮合。
</s><s>Assistant: 操作:买卖,交易品种:无价格涨跌幅限制的股票,时间:开盘集合竞价期间,key:有效申报价格范围,价格:即时行情显示的前收盘价的900%以内,时间:盘中临时停牌期间,时间:收盘集合竞价期间,key:有效申报价格范围,价格:最近成交价的上下10%,时间:收盘集合竞价,价格:有效申报价格范围内,操作:撮合
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 甲方需要行使优先认购权的，应最迟于权益登记日的前一个交易日提前购回，自行行使该项权利。
</s><s>Assistant: 操作人:甲方,操作:行使,操作部分:优先认购权,时间:最迟于权益登记日的前一个交易日,操作:提前购回,操作:自行行使,操作部分:该项权利
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 两个以上价格符合上述条件的，取在该价格以上的买入申报累计数量与在该价格以下的卖出申报累计数量之差最小的价格为成交价；买卖申报累计数量之差仍存在相等情况的，开盘集合匹配时取最接近即时行情显示的前收盘价的价格为成交价，盘中临时停牌复牌集合匹配时取最接近最近成交价的价格为成交价。
</s><s>Assistant: 状态:两个以上价格符合上述条件,价格:在该价格以上的买入申报累计数量与在该价格以下的卖出申报累计数量之差最小的价格,key:成交价,状态:买卖申报累计数量之差仍存在相等情况,时间:开盘集合匹配,价格:最接近即时行情显示的前收盘价的价格,key:成交价,时间:盘中临时停牌复牌集合匹配,价格:最接近最近成交价的价格,key:成交价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 定价申报的未成交部分可以撤销。
</s><s>Assistant: value:定价申报,操作部分:未成交部分,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券公司转入或转出质押物的，可用额度于次一交易日相应增加或减少。
</s><s>Assistant: 操作人:证券公司,操作:转入,or:或,操作:转出,操作部分:质押物,操作部分:可用额度,时间:次一交易日,操作:增加,or:或,操作:减少
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 定价申报的未成交部分可以撤销。
</s><s>Assistant: value:定价申报,操作部分:未成交部分,操作:撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券公司或托管机构相关资金交收账户应付资金不足,或者融入方可用质押证券不足的，中国结算深圳分公司不办理该笔交易的资金交收和证券质押或解除质押，对单笔交易不进行部分交收处理。
</s><s>Assistant: 操作人:证券公司,or:或,操作人:托管机构,事件:相关资金交收账户应付资金不足,or:或者,操作人:融入方,事件:可用质押证券不足的,操作人:中国结算深圳分公司,结果:不,操作:办理,操作部分:该笔交易的资金交收,操作部分:证券质押,or:或,操作部分:解除质押,操作部分:单笔交易,结果:不进行,操作:部分交收处理
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 投资者交易、以上海黄金交易所现货实盘合约为对价申赎黄金ETF时，应当遵守下列规定：（一）当日买入的ETF份额，次一交易日可以赎回；（二）当日申购的ETF份额，当日可以赎回或者竞价卖出，次一交易日可以大宗卖出。
</s><s>Assistant: 操作人:投资者,操作:交易,value:上海黄金交易所现货实盘合约,key:对价,操作:申赎,交易品种:黄金ETF,时间:当日,操作:买入,操作部分:ETF份额,时间:次一交易日,操作:赎回,时间:当日,操作:申购,操作部分:ETF份额,时间:当日,操作:赎回,or:或者,操作:竞价卖出,时间:次一交易日,操作:大宗卖出
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 联交所证券交易服务公司应当采取适当方式，要求联交所参与者在投资者买卖深股通股票违反有关持股比例限制时拒绝接受其交易委托、实施平仓或者采取其他制止和纠正措施。
</s><s>Assistant: 操作人:联交所参与者,事件:在投资者买卖深股通股票违反有关持股比例限制时,结果:拒绝,操作:接受,操作部分:其交易委托,操作:实施,操作部分:平仓,or:或者,操作:采取,操作部分:其他制止和纠正措施
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 无法延期购回或客户不同意延期购回的，按以下程序处理：（一）证券公司应当及时向深交所申请终止购回；（二）证券公司应当及时告知客户，并与其按照《客户协议》的约定处理；（三）处置完成后，证券公司应当将处置结果向深交所备案。
</s><s>Assistant: 结果:无法,操作:延期购回,or:或,操作人:客户,结果:不,操作:同意,操作部分:延期购回,操作人:证券公司,操作:向深交所申请,操作部分:终止购回,操作人:证券公司,操作:及时告知,操作部分:客户,value:《客户协议》的约定,操作:处理,事件:处置完成后,操作人:证券公司,操作部分:处置结果,操作:向深交所备案
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 因司法等机关冻结，影响标的证券划转的，同一证券及其权益全部留存于证券公司专用证券账户内，由证券公司和客户自行协商解决。
</s><s>Assistant: 操作人:司法等机关,操作:冻结,结果:影响标的证券划转,操作部分:同一证券及其权益,操作:全部留存,value:证券公司专用证券账户,操作人:证券公司和客户,操作:自行协商解决
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 股票质押回购的标的证券为深交所上市的A股股票或其他经深交所和中国结算认可的证券。
</s><s>Assistant: key:证券,value:深交所上市的A股股票或其他经深交所和中国结算认可的证券
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 客户未能按期交足担保物或者到期未偿还融资融券债务的，会员可以根据与客户的约定处分其担保物，不足部分可以向客户追索。
</s><s>Assistant: 状态:客户未能按期交足担保物或者到期未偿还融资融券债务,操作人:会员,操作:处分,操作部分:其担保物,操作:追索
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 集合资产管理计划或定向资产管理客户作为融出方的，单一集合资产管理计划或定向资产管理客户接受单只A股股票质押的数量不得超过该股票A股股本的15%。
</s><s>Assistant: value:集合资产管理计划,or:或,value:定向资产管理客户,key:融出方,key:单一集合资产管理计划,or:或,操作人:定向资产管理客户,操作:接受,操作部分:单只A股股票质押的数量,op:不得超过,数量:该股票A股股本的15%
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 向不特定对象发行的可转债在除息日的交易，以其除息参考价作为计算涨跌幅的基准。
</s><s>Assistant: 交易品种:向不特定对象发行的可转债,时间:除息日,价格:除息参考价,key:计算涨跌幅的基准
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 每个交易日，投资者可在香港市场开市时向境内证券公司提交交易委托指令。
</s><s>Assistant: 时间:每个交易日,操作人:投资者,时间:香港市场开市时,操作:提交,操作部分:交易委托指令
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 业务协议应当约定由丙方负责交易申报、盯市、违约处置等事宜。
</s><s>Assistant: 操作人:丙方,操作:申报,操作:盯市,操作:违约处置
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘后固定价格交易申报的时间为每个交易日9：15至11：30、13：00至15：30。
</s><s>Assistant: key:盘后固定价格交易申报的时间,value:每个交易日9：15至11：30、13：00至15：30
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券公司开展报价回购交易前，应当向中国结算深圳分公司提交用于报价回购交易履约担保的质押物。
</s><s>Assistant: 事件:证券公司开展报价回购交易前,操作:向中国结算深圳分公司提交,操作部分:用于报价回购交易履约担保的质押物
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 该证券的融券余量降低至规定比例而被本所恢复融券卖出的，本所可以通知联交所证券交易服务公司恢复提交该深股通标的证券担保卖空交易申报。
</s><s>Assistant: 交易品种:证券,key:融券余量,op:降低至,value:规定比例,状态:恢复融券,操作:卖出,操作人:联交所证券交易服务公司,结果:恢复,操作:提交,操作部分:该深股通标的证券担保卖空交易申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 本所接受交易参与人竞价交易申报的时间为每个交易日9:15至9:25、9:30至11:30、13:00至15:00。
</s><s>Assistant: 系统:本所,操作人:交易参与人,交易方式:竞价交易,操作:申报,key:时间,时间:每个交易日9:15至9:25、9:30至11:30、13:00至15:00
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 会员与其客户可以根据双方约定提前了结相关融资融券合约。
</s><s>Assistant: 操作人:会员与其客户,操作:了结,操作部分:相关融资融券合约
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 投资者当日申购的挂牌申赎开放式基金份额，在交收前不得赎回。
</s><s>Assistant: 操作人:投资者,时间:当日,操作:申购,操作部分:挂牌申赎开放式基金份额,时间:交收前,结果:不得,操作:赎回
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 超过有效申报价格范围的申报为无效申报。
</s><s>Assistant: op:超过,价格:有效申报价格范围,操作:申报,结果:无效
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 设定投资者回售选择权的债券，回售条件满足时，债券持有人在回售申报期内可以通过交易系统或者本所认可的其他方式进行债券回售申报，将持有的债券全部或者部分回售给发行人，回售申报当日可以撤单。
</s><s>Assistant: 交易品种:设定投资者回售选择权的债券,状态:回售条件满足,操作人:债券持有人,时间:回售申报期内,结果:可以,系统:交易系统,or:或者,系统:本所认可的其他方式,操作:债券回售申报,交易品种:债券,数量:全部,or:或者,数量:部分,操作:回售,操作人:发行人,操作部分:回售申报,时间:当日,结果:可以,操作:撤单
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘后固定价格交易纳入深股通额度控制，当日额度在本所盘后固定价格交易阶段使用完毕的，联交所证券交易服务公司停止接受当日后续的买入申报，但仍接受卖出申报。
</s><s>Assistant: 交易方式:盘后固定价格交易,状态:当日额度在本所盘后固定价格交易阶段使用完毕,结果:停止接受,操作:买入申报,结果:接受,操作:卖出申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 收盘集合匹配不能产生收盘价或者未进行收盘集合匹配的，以当日该可转债最后一笔匹配成交（含）前一分钟内所有匹配成交的成交量加权平均价为收盘价。
</s><s>Assistant: 交易方式:收盘集合匹配,状态:不能产生收盘价,or:或者,状态:未进行收盘集合匹配,价格:当日该可转债最后一笔匹配成交（含）前一分钟内所有匹配成交的成交量加权平均价,key:收盘价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 资管计划份额的转让可以当日回转。
</s><s>Assistant: 操作部分:资管计划份额的转让,结果:可以,操作:当日回转
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 资管计划单笔申报最小数量应为1000份；申报数量最小变动单位为1份；申报价格最小变动单位为0.001元人民币。
</s><s>Assistant: key:资管计划单笔申报最小数量,数量:1000份,key:申报数量最小变动单位,数量:1份,key:申报价格最小变动单位,价格:0.001元人民币
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 初次分配完成后，若有剩余尾量，则遵循时间优先原则进行尾量分配。
</s><s>Assistant: 事件:初次分配完成后,状态:有剩余尾量,value:时间优先原则
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 当日15：00仍处于停牌状态的，不进行盘后固定价格交易。
</s><s>Assistant: 状态:当日15：00仍处于停牌状态,结果:不进行,交易方式:盘后固定价格交易
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券的开盘价通过集合竞价方式产生，不能通过集合竞价产生的，以连续竞价方式产生。
</s><s>Assistant: 交易品种:证券,价格:开盘价,交易方式:集合竞价,状态:不能通过集合竞价产生,交易方式:连续竞价
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 债券交易不实行价格涨跌幅限制。
</s><s>Assistant: 交易品种:债券,操作:不实行,操作部分:价格涨跌幅限制
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 会员在为客户办理合约展期前，应当对客户的信用状况、负债情况、维持担保比例水平等进行评估。
</s><s>Assistant: 操作人:会员,事件:在为客户办理合约展期,操作部分:客户的信用状况、负债情况、维持担保比例水平等,操作:评估
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 3．对于巨额提前购回或巨额不再续做，甲方应按约定进行提前预约，否则，乙方有权拒绝甲方的申请。
</s><s>Assistant: 操作部分:巨额,操作:提前购回,or:或,操作部分:巨额,结果:不再,操作:续做,操作人:甲方,操作:提前预约,操作人:乙方,操作:有权拒绝,操作部分:甲方的申请
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 向不特定对象发行的可转债采用匹配成交方式的，每个交易日的9:15至9:25为开盘集合匹配时间，9:30至11:30、13:00至14:57为连续匹配时间，14:57至15:00为收盘集合匹配时间。
</s><s>Assistant: 交易品种:向不特定对象发行的可转债,交易方式:匹配成交,时间:每个交易日的9:15至9:25,key:开盘集合匹配时间,时间:9:30至11:30,时间:13:00至14:57,key:连续匹配时间,时间:14:57至15:00,key:收盘集合匹配时间
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘中临时停牌的具体时间以本所公告为准，临时停牌时间跨越14:57的，于当日14:57复牌，并对已接受的申报进行复牌集合匹配，再进行收盘集合匹配。
</s><s>Assistant: value:盘中临时停牌,系统:本所,key:临时停牌时间,时间:跨越14:57,时间:当日14:57,操作:复牌,操作部分:已接受的申报,操作:复牌集合匹配,操作:收盘集合匹配
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 投资者通过盘后定价交易买卖股票的，应当向会员提交盘后定价委托指令。
</s><s>Assistant: 操作人:投资者,交易方式:盘后定价交易,交易品种:股票,操作人:会员,操作:提交,操作部分:盘后定价委托指令
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 该数量应当符合本规则第3.3.4条、第4.2.4条及第4.2.5条的相关规定。
</s><s>Assistant: 结合规则:本规则第3.3.4条,结合规则:第4.2.4条,结合规则:第4.2.5条
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 本所按照时间先后顺序对资产支持证券转让申报进行实时成交确认。
</s><s>Assistant: 系统:本所,value:时间先后顺序,操作部分:资产支持证券转让申报,操作:实时成交确认
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券公司根据融入方、融出方的委托向深交所提交交易申报，由深交所交易系统即时确认成交，并发送成交回报。
</s><s>Assistant: 操作人:证券公司,value:融入方、融出方的委托,系统:深交所,操作:提交,操作部分:交易申报,系统:深交所交易系统,操作:即时确认成交,操作:发送,操作部分:成交回报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 除本所另有规定外，债券交易申报数量应当符合以下要求：(一)采用匹配成交方式的，债券现券的申报数量应当为10万元面额或者其整数倍，卖出时不足10万元面额部分，应当一次性申报；债券通用质押式回购的申报数量应当为1000元面额或者其整数倍；(二)采用点击成交方式的，申报数量应当为10万元面额或者其整数倍；(三)采用询价成交、竞买成交方式的，申报数量应当不低于10万元面额，且为1000元面额整数倍；(四)采用协商成交方式的，债券现券申报数量应当不低于1000元面额，且为100元面额整数倍；债券通用质押式回购申报数量应当为1000元面额或者其整数倍。
</s><s>Assistant: 系统:本所,交易品种:债券,交易方式:匹配成交,交易品种:债券现券,key:申报数量,数量:10万元面额或者其整数倍,操作:卖出,数量:不足10万元面额部分,操作:一次性申报,交易品种:债券通用质押式回购,key:申报数量,数量:1000元面额或者其整数倍,交易方式:点击成交,key:申报数量,数量:10万元面额或者其整数倍,交易方式:询价成交,交易方式:竞买成交,key:申报数量,op:不低于,数量:10万元面额,数量:1000元面额整数倍,交易方式:协商成交,交易品种:债券现券,key:申报数量,op:不低于,数量:1000元面额,数量:100元面额整数倍,交易品种:债券通用质押式回购,key:申报数量,数量:1000元面额或者其整数倍
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 根据《客户协议》的约定，客户可以在到期购回日前全部或部分提前购回。
</s><s>Assistant: 结合规则:《客户协议》,操作人:客户,时间:到期购回日前,操作:全部或部分提前购回
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: （三）发生提前购回或延期购回的，购回交易成交金额应根据实际购回期限进行调整，延期后总购回期限应符合深交所和中国结算的相关规定。
</s><s>Assistant: 事件:提前购回,or:或,事件:延期购回,操作部分:购回交易成交金额,时间:实际购回期限,操作:调整,事件:延期后,时间:总购回期限,系统:深交所,系统:中国结算
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 询价请求被撤销后，针对该询价的回复也随之自动撤销。
</s><s>Assistant: 事件:询价请求被撤销后,操作部分:针对该询价的回复,操作:自动撤销
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 业务协议应当约定甲乙双方进行股票质押回购标的证券的托管与质押相关的内容，包括但不限于：（一）甲方深圳证券账户中持有的股票质押回购标的证券应托管在丙方。
</s><s>Assistant: 操作人:甲乙双方,交易品种:股票质押回购标的证券,操作:托管与质押,交易品种:股票质押回购标的证券,操作:托管
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 个人客户持有上市公司解除限售存量股份的，会员不得接受其以普通证券账户持有的该上市公司股份充抵保证金。
</s><s>Assistant: 状态:个人客户持有上市公司解除限售存量股份,操作人:会员,操作:不得接受,操作部分:其以普通证券账户持有的该上市公司股份充抵保证金
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 该标的股票的融资余额或者信用账户担保物市值占其上市可流通市值的比例降低至20%以下时，本所可以在次一交易日恢复其融资买入，并向市场公布。
</s><s>Assistant: 事件:该标的股票的融资余额或者信用账户担保物市值占其上市可流通市值的比例降低至20%以下,系统:本所,时间:次一交易日,操作:恢复其融资买入,操作:公布
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 待购回期间，标的证券发生老股东配售方式的增发和配售债券，证券公司与客户之间应当约定证券公司不得行使优先认购权。
</s><s>Assistant: 时间:待购回期间,交易品种:标的证券,事件:老股东配售方式的增发和配售债券,操作人:证券公司,结果:不得,操作:行使,操作部分:优先认购权
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 如果是，则允许委托；如果不是，则校验客户是否有向不特定对象发行的可转债交易权限。
</s><s>Assistant: 条件:是,结果:允许,操作:委托,条件:不是,操作:校验,操作部分:客户是否有向不特定对象发行的可转债交易权限
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 会员可以根据市场情况调整投资者可以买入或者申购的前述资产名单。
</s><s>Assistant: 操作人:会员,结果:可以,操作人:投资者,结果:可以,操作:买入,or:或者,操作:申购
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 证券公司向个人客户返还红利的，按照税后红利金额调整。
</s><s>Assistant: 操作人:证券公司,操作:返还,操作部分:红利,操作:调整
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘后定价申报的单笔申报数量不得超过100万股。
</s><s>Assistant: 操作部分:盘后定价申报,数量:单笔申报数量,op:不得超过,数量:100万股
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 权益登记日发生购回交易的，乙方应提前调整购回交易的成交数量，调整后的数量应包括送股、转增股份到账后乙方应返还甲方的新增股份数量。
</s><s>Assistant: 时间:权益登记日,事件:发生购回交易,操作人:乙方,操作:提前调整,操作部分:购回交易的成交数量,key:调整后的数量,事件:送股、转增股份到账后,value:乙方应返还甲方的新增股份数量
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 报价回购的到期购回交易，证券公司不需申报；提前购回交易，证券公司应当向交易系统申报提前购回交易。
</s><s>Assistant: 交易方式:到期购回交易,操作人:证券公司,结果:不需,操作:申报,交易方式:提前购回交易,操作人:证券公司,操作:向交易系统申报,操作部分:提前购回交易
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 会员经纪客户可以以同一证券账户在单个或者多个会员的不同证券营业部买入债券，买入的债券可以在单个或者多个会员的不同证券营业部之间进行托管转移。
</s><s>Assistant: 操作人:会员经纪客户,结果:可以,value:以同一证券账户在单个或者多个会员的不同证券营业部,操作:买入,交易品种:债券,操作:买入,交易品种:债券,结果:可以,value:在单个或者多个会员的不同证券营业部之间,操作:托管转移
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 原始权益人或其同一控制下的关联方在限售届满后参与上述业务的，质押的战略配售取得的基础设施基金份额累计不得超过其所持全部该类份额的50%，本所另有规定除外。
</s><s>Assistant: 操作人:原始权益人或其同一控制下的关联方,状态:限售届满后参与上述业务,key:质押的战略配售取得的基础设施基金份额,op:不得超过,value:其所持全部该类份额的50%,系统:本所
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 以要约方式进行基础设施基金收购的，要约收购期限届满至要约收购结果公告前，基础设施基金应当停牌。
</s><s>Assistant: 状态:要约方式进行基础设施基金收购,事件:约收购期限届满至要约收购结果公告,交易品种:基础设施基金,操作:停牌
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 深股通交易申报采用限价申报，本所另有规定的除外。
</s><s>Assistant: 交易方式:限价申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘后定价交易纳入深股通额度控制，当日额度在本所盘后定价交易阶段使用完毕的，联交所证券交易服务公司停止接受当日后续的买入申报，但仍接受卖出申报。
</s><s>Assistant: 交易方式:盘后定价交易,事件:当日额度在本所盘后定价交易阶段使用完毕,系统:联交所证券交易服务公司,结果:停止接受,时间:当日,操作部分:后续的买入申报,结果:接受,操作部分:卖出申报
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 全部质押物设定的质权由证券公司所有报价回购未到期以及购回交易未完成资金划付的客户共同享有,客户所享有的质权不对应具体质押物品种，客户不得单独就质押物主张行使质权，质押物处置所得由所有客户按债权比例公平受偿。
</s><s>Assistant: 操作部分:全部质押物设定的质权,状态:报价回购未到期,状态:购回交易未完成资金划付,操作人:客户,操作:共同享有,key:客户所享有的质权,op:不对应,value:具体质押物品种,操作人:客户,结果:不得,value:质押物,操作:主张行使,操作部分:质权,操作部分:质押物处置所得,操作人:所有客户,操作:按债权比例公平受偿
</s>"
"<s>Human: 给出一条规则，请你尽可能全面地将规则中的关键信息抽取出来。
规则: 盘后固定价格申报当日有效。
</s><s>Assistant: 结果:申报当日有效
</s>"
